condition_count,condition,atom_ids,races,manshu_races,manshu_rate_pct,lift_vs_all,recent_races_2025_plus,recent_manshu_races_2025_plus,recent_manshu_rate_pct,avg_payout_yen,b1_fly_pct,outer56_top3_pct,rank6_top3_pct,winner_3to6_pct,score
5,1号艇逃げ失敗40%以上 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+5位が展示2位以内,"b1_loss_ge40,outer56_avgdiff_ge010,outer56_ai_pred_ge12,rank6_tenji_top2,rank5_tenji_top2",201,54,26.87,1.598,122,33,27.05,8760,40.8,80.1,20.4,54.23,34.331
5,1号艇AI+順位4位以下 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+5位が展示2位以内,"b1_aiplus_rank_ge4,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,rank5_tenji_top2",170,45,26.47,1.574,64,17,26.56,7640,59.41,81.18,20.59,61.18,34.3299
5,1号艇展示4位以下 × 1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × 1〜3R,"b1_tenji_ge4,b1_ai_pred_lt25,outer56_ai_pred_ge12,rank6_tenji_top2,round_1_3",348,92,26.44,1.572,118,37,31.36,8404,52.87,79.89,24.14,54.6,34.3182
5,1号艇逃げ失敗40%以上 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × 1〜3R,"b1_loss_ge40,outer56_isshu_top2,outer56_ai_pred_ge12,rank6_tenji_top2,round_1_3",347,92,26.51,1.577,197,54,27.41,9071,41.5,80.98,23.92,52.45,34.308
5,1号艇展示4位以下 × 1号艇AI予測30%未満 × 5/6号艇AI+最大110以上 × AI+最下位平均との差0.10以上 × AI+最下位が5/6号艇,"b1_tenji_ge4,b1_ai_pred_lt30,outer56_aiplus_ge110,rank6_avgdiff_ge010,rank6_boat_56",285,75,26.32,1.565,169,45,26.63,9119,50.88,78.95,23.86,58.6,34.2951
7,1号艇逃げ失敗40%以上 × 1号艇逃げ率40%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上 × AI+5位が展示2位以内 × AI+最下位が3〜6号艇 × 前半1〜6R,"b1_loss_ge40,b1_nige_lt40,outer56_ai_pred_ge12,rank6_avgdiff_ge014,rank5_tenji_top2,rank6_boat_36,front_1_6r",164,48,29.27,1.741,92,25,27.17,9566,37.8,82.93,26.83,51.22,34.2753
7,1号艇逃げ率45%未満 × 1号艇展示4位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇 × 前半1〜6R,"b1_nige_lt45,b1_tenji_ge4,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_tenji_top2,rank6_boat_36,front_1_6r",228,67,29.39,1.748,145,39,26.9,10091,41.23,80.26,25.44,51.32,34.2346
5,1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+5位が展示2位以内 × 風または波5以上 × 前半1〜6R,"b1_ai_pred_lt30,outer56_ai_pred_ge12,rank5_tenji_top2,wind_wave_ge5,front_1_6r",505,130,25.74,1.531,183,51,27.87,9027,48.71,81.58,18.81,56.83,34.2129
5,1号艇逃げ率40%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇,"b1_nige_lt40,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_tenji_top2,rank6_boat_36",467,126,26.98,1.604,274,73,26.64,9189,38.97,79.44,24.84,48.39,34.2087
5,1号艇AI予測30%未満 × 5/6号艇AI+最大110以上 × AI+最下位が展示2位以内 × AI+最下位平均との差0.14以上 × 前半1〜6R,"b1_ai_pred_lt30,outer56_aiplus_ge110,rank6_tenji_top2,rank6_avgdiff_ge014,front_1_6r",183,48,26.23,1.56,108,30,27.78,7536,45.36,80.87,33.33,60.66,34.2021
5,1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇,"b1_ai_pred_lt25,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_tenji_top2,rank6_boat_36",179,48,26.82,1.595,108,29,26.85,8138,50.28,78.21,26.26,55.31,34.1187
5,1号艇AI+順位5位以下 × 1号艇逃げ率40%未満 × 5/6号艇平均との差0.10以上 × AI+5位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_aiplus_rank_ge5,b1_nige_lt40,outer56_avgdiff_ge010,rank5_avgdiff_ge010,rank6_boat_36",244,64,26.23,1.56,171,45,26.32,8806,60.25,79.51,22.13,57.38,34.0419
5,1号艇AI+順位4位以下 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × 1〜3R,"b1_aiplus_rank_ge4,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,round_1_3",278,71,25.54,1.519,101,31,30.69,8415,61.15,80.22,23.38,63.67,34.0079
5,1号艇逃げ率45%未満 × 1号艇AI予測30%未満 × 5/6号艇AI+最大110以上 × AI+最下位平均との差0.10以上 × AI+5位が展示2位以内,"b1_nige_lt45,b1_ai_pred_lt30,outer56_aiplus_ge110,rank6_avgdiff_ge010,rank5_tenji_top2",200,52,26.0,1.546,120,33,27.5,10192,49.0,83.0,25.0,58.0,33.9954
5,1号艇展示4位以下 × 1号艇AI+順位4位以下 × 5/6号艇平均との差0.10以上 × 5/6号艇AI+最大110以上 × 前半1〜6R,"b1_tenji_ge4,b1_aiplus_rank_ge4,outer56_avgdiff_ge010,outer56_aiplus_ge110,front_1_6r",384,99,25.78,1.533,242,67,27.69,8681,62.24,82.03,22.92,55.47,33.9765
5,1号艇逃げ率45%未満 × 1号艇AI+順位4位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上 × 前半1〜6R,"b1_nige_lt45,b1_aiplus_rank_ge4,outer56_ai_pred_ge12,rank6_avgdiff_ge014,front_1_6r",198,54,27.27,1.622,127,33,25.98,9236,61.62,81.82,27.78,59.09,33.965
5,1号艇AI予測30%未満 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × 5/6号艇AI+最大110以上 × 風または波5以上,"b1_ai_pred_lt30,outer56_isshu_top2,outer56_ai_pred_ge12,outer56_aiplus_ge110,wind_wave_ge5",340,85,25.0,1.487,204,51,25.0,8172,47.35,87.35,17.65,60.88,33.9645
5,1号艇逃げ率45%未満 × 1号艇AI+順位5位以下 × 5/6号艇平均との差0.10以上 × AI+5位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_nige_lt45,b1_aiplus_rank_ge5,outer56_avgdiff_ge010,rank5_avgdiff_ge010,rank6_boat_36",245,64,26.12,1.553,171,45,26.32,8799,60.41,79.59,22.45,57.55,33.9585
5,1号艇平均との差-0.05以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が展示2位以内 × AI+最下位が5/6号艇,"b1_avgdiff_le_m005,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_tenji_top2,rank6_boat_56",186,52,27.96,1.663,113,31,27.43,9720,37.63,74.73,25.81,48.39,33.9452
5,1号艇逃げ失敗40%以上 × 1号艇逃げ率40%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+5位が展示2位以内,"b1_loss_ge40,b1_nige_lt40,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank5_tenji_top2",309,86,27.83,1.655,169,44,26.04,9288,38.51,82.85,25.89,53.07,33.9446
5,1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × 前半1〜6R × 1〜3R,"b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_avgdiff_ge010,front_1_6r,round_1_3",323,83,25.7,1.528,194,55,28.35,9578,52.63,83.28,28.48,56.35,33.9348
7,1号艇逃げ失敗40%以上 × 1号艇逃げ率40%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+5位が展示2位以内 × AI+最下位が3〜6号艇 × 前半1〜6R,"b1_loss_ge40,b1_nige_lt40,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank5_tenji_top2,rank6_boat_36,front_1_6r",195,58,29.74,1.769,109,29,26.61,10383,38.97,83.08,25.64,49.74,33.928
5,1号艇逃げ失敗40%以上 × 1号艇逃げ率40%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+5位平均との差0.10以上,"b1_loss_ge40,b1_nige_lt40,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank5_avgdiff_ge010",212,67,31.6,1.879,129,34,26.36,11062,46.23,78.77,28.3,56.13,33.9073
5,1号艇逃げ率40%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位平均との差0.14以上 × 前半1〜6R,"b1_nige_lt40,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_avgdiff_ge014,front_1_6r",316,87,27.53,1.637,194,51,26.29,8888,39.87,80.38,28.48,51.27,33.8721
5,1号艇逃げ失敗40%以上 × 1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が展示2位以内,"b1_loss_ge40,b1_ai_pred_lt25,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_tenji_top2",183,50,27.32,1.625,110,29,26.36,8076,53.55,80.33,27.87,55.19,33.8554
5,1号艇AI予測30%未満 × 5/6号艇平均との差0.14以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位平均との差0.14以上,"b1_ai_pred_lt30,outer56_avgdiff_ge014,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_avgdiff_ge014",215,56,26.05,1.549,140,37,26.43,7776,51.63,81.86,33.02,55.35,33.7918
5,1号艇AI+順位4位以下 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上 × 前半1〜6R,"b1_aiplus_rank_ge4,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_avgdiff_ge014,front_1_6r",212,56,26.42,1.571,136,35,25.74,8972,62.74,82.08,28.3,58.96,33.7766
5,1号艇平均との差-0.05以下 × 1号艇逃げ率40%未満 × 5/6号艇平均との差どちらも0以上 × AI+5位が展示2位以内 × 前半1〜6R,"b1_avgdiff_le_m005,b1_nige_lt40,outer56_both_not_bad,rank5_tenji_top2,front_1_6r",290,85,29.31,1.743,167,45,26.95,10984,40.0,72.07,24.48,50.69,33.7554
5,1号艇平均との差-0.05以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇,"b1_avgdiff_le_m005,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_tenji_top2,rank6_boat_36",250,67,26.8,1.594,150,41,27.33,9109,38.4,76.4,24.8,49.2,33.7274
5,1号艇逃げ失敗45%以上 × 5/6号艇AI予測最大12%以上 × AI+5位が展示2位以内 × 前半1〜6R × 1〜3R,"b1_loss_ge45,outer56_ai_pred_ge12,rank5_tenji_top2,front_1_6r,round_1_3",1085,278,25.62,1.524,362,94,25.97,8904,41.47,76.5,17.97,49.95,33.6992
5,1号艇AI予測30%未満 × 5/6号艇AI+最大110以上 × AI+最下位平均との差0.10以上 × AI+5位が展示2位以内 × 前半1〜6R,"b1_ai_pred_lt30,outer56_aiplus_ge110,rank6_avgdiff_ge010,rank5_tenji_top2,front_1_6r",170,44,25.88,1.539,100,26,26.0,9941,49.41,83.53,24.12,58.24,33.6946
5,1号艇逃げ失敗45%以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位平均との差0.14以上 × 前半1〜6R,"b1_loss_ge45,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_avgdiff_ge014,front_1_6r",198,52,26.26,1.562,116,31,26.72,7832,41.92,81.31,27.78,52.53,33.6777
5,1号艇逃げ率40%未満 × 5/6号艇AI予測最大12%以上 × 5/6号艇平均との差どちらも0以上 × AI+最下位が展示2位以内 × AI+最下位が5/6号艇,"b1_nige_lt40,outer56_ai_pred_ge12,outer56_both_not_bad,rank6_tenji_top2,rank6_boat_56",292,77,26.37,1.568,167,44,26.35,8267,37.33,81.16,25.68,47.95,33.6697
5,1号艇平均との差-0.05以下 × 1号艇逃げ率40%未満 × 5/6号艇平均との差どちらも0以上 × AI+5位が展示2位以内 × AI+最下位が3〜6号艇,"b1_avgdiff_le_m005,b1_nige_lt40,outer56_both_not_bad,rank5_tenji_top2,rank6_boat_36",372,110,29.57,1.758,208,56,26.92,10182,40.86,68.82,23.92,50.54,33.6434
5,1号艇逃げ率45%未満 × 1号艇展示5位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × 前半1〜6R,"b1_nige_lt45,b1_tenji_ge5,outer56_ai_pred_ge12,rank6_avgdiff_ge010,front_1_6r",330,87,26.36,1.568,185,48,25.95,9578,43.33,78.79,23.33,53.33,33.5994
5,1号艇逃げ失敗40%以上 × 5/6号艇に1周2位以内 × 5/6号艇AI+最大110以上 × 風または波5以上 × 前半1〜6R,"b1_loss_ge40,outer56_isshu_top2,outer56_aiplus_ge110,wind_wave_ge5,front_1_6r",270,71,26.3,1.564,170,44,25.88,8093,39.26,81.48,14.81,52.96,33.574
5,1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × 前半1〜6R × 1〜3R,"b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,front_1_6r,round_1_3",884,219,24.77,1.473,296,85,28.72,9154,50.79,80.32,24.89,56.9,33.5609
5,1号艇逃げ率45%未満 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × 1〜3R,"b1_nige_lt45,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,round_1_3",814,202,24.82,1.476,270,79,29.26,9092,50.49,79.85,23.96,57.0,33.5131
5,1号艇AI予測25%未満 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × AI+5位平均との差0.10以上 × 後半7〜12R,"b1_ai_pred_lt25,outer56_avgdiff_ge010,outer56_ai_pred_ge12,rank5_avgdiff_ge010,late_7_12r",170,44,25.88,1.539,108,29,26.85,8862,50.0,84.12,18.24,54.71,33.4593
5,1号艇AI予測30%未満 × 5/6号艇に展示2位以内 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × 1〜3R,"b1_ai_pred_lt30,outer56_tenji_top2,outer56_ai_pred_ge12,rank6_avgdiff_ge010,round_1_3",216,55,25.46,1.514,141,42,29.79,10097,55.56,82.87,27.31,57.41,33.4572
5,1号艇逃げ失敗45%以上 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × AI+5位が展示2位以内 × 前半1〜6R,"b1_loss_ge45,outer56_isshu_top2,outer56_ai_pred_ge12,rank5_tenji_top2,front_1_6r",515,140,27.18,1.617,326,82,25.15,9069,41.17,82.52,17.48,53.59,33.4542
5,1号艇逃げ率45%未満 × 1号艇展示5位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上 × 前半1〜6R,"b1_nige_lt45,b1_tenji_ge5,outer56_ai_pred_ge12,rank6_avgdiff_ge014,front_1_6r",266,69,25.94,1.543,153,41,26.8,9986,43.23,79.7,24.44,52.63,33.4514
5,1号艇AI+順位5位以下 × 1号艇展示4位以下 × 5/6号艇AI予測最大12%以上 × 5/6号艇AI+最大110以上 × 前半1〜6R,"b1_aiplus_rank_ge5,b1_tenji_ge4,outer56_ai_pred_ge12,outer56_aiplus_ge110,front_1_6r",277,69,24.91,1.481,98,29,29.59,8486,69.68,82.67,23.1,61.73,33.417
5,1号艇逃げ失敗45%以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+5位が展示2位以内 × 前半1〜6R,"b1_loss_ge45,outer56_ai_pred_ge12,rank6_tenji_top2,rank5_tenji_top2,front_1_6r",382,99,25.92,1.541,124,37,29.84,8802,44.5,75.92,20.94,52.88,33.4113
5,1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位平均との差0.14以上 × AI+最下位が3〜6号艇,"b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_avgdiff_ge014,rank6_boat_36",214,55,25.7,1.528,133,34,25.56,7910,49.53,82.24,31.78,56.07,33.3945
7,1号艇展示4位以下 × 1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+5位が展示2位以内 × AI+最下位が3〜6号艇 × 前半1〜6R,"b1_tenji_ge4,b1_ai_pred_lt25,outer56_ai_pred_ge12,rank6_tenji_top2,rank5_tenji_top2,rank6_boat_36,front_1_6r",164,42,25.61,1.523,52,15,28.85,8268,51.83,82.32,18.9,60.37,33.3941
5,1号艇逃げ失敗40%以上 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上 × AI+5位が展示2位以内 × 前半1〜6R,"b1_loss_ge40,outer56_ai_pred_ge12,rank6_avgdiff_ge014,rank5_tenji_top2,front_1_6r",220,61,27.73,1.649,124,32,25.81,9004,36.82,83.18,27.27,51.82,33.3919
5,1号艇AI予測30%未満 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位平均との差0.14以上,"b1_ai_pred_lt30,outer56_avgdiff_ge010,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_avgdiff_ge014",224,57,25.45,1.513,146,38,26.03,7661,51.34,82.59,32.14,56.7,33.388
5,1号艇AI+順位4位以下 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × 前半1〜6R,"b1_aiplus_rank_ge4,outer56_avgdiff_ge010,outer56_ai_pred_ge12,rank6_avgdiff_ge010,front_1_6r",199,52,26.13,1.554,132,34,25.76,8882,61.81,80.9,24.62,55.28,33.3638
3,1号艇AI予測25%未満 × AI+5位が展示2位以内 × 会場:若松,"b1_ai_pred_lt25,rank5_tenji_top2,venue_若松",161,43,26.71,1.588,54,16,29.63,9069,53.42,71.43,27.33,57.76,33.3622
5,1号艇AI予測30%未満 × 5/6号艇AI+最大110以上 × AI+最下位が展示2位以内 × AI+5位が展示2位以内 × 前半1〜6R,"b1_ai_pred_lt30,outer56_aiplus_ge110,rank6_tenji_top2,rank5_tenji_top2,front_1_6r",318,80,25.16,1.496,128,36,28.12,8904,51.26,80.82,22.33,58.18,33.3332
3,1号艇AI+順位5位以下 × 5/6号艇に1周2位以内 × 後半7〜12R,"b1_aiplus_rank_ge5,outer56_isshu_top2,late_7_12r",171,45,26.32,1.565,110,30,27.27,8186,61.4,74.27,28.07,57.31,33.33
5,1号艇逃げ率45%未満 × 1号艇AI+順位4位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × 前半1〜6R,"b1_nige_lt45,b1_aiplus_rank_ge4,outer56_ai_pred_ge12,rank6_avgdiff_ge010,front_1_6r",236,65,27.54,1.638,150,38,25.33,9394,61.86,81.36,27.54,58.05,33.3229
5,1号艇AI+順位5位以下 × 1号艇逃げ失敗45%以上 × 5/6号艇平均との差0.10以上 × AI+5位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_aiplus_rank_ge5,b1_loss_ge45,outer56_avgdiff_ge010,rank5_avgdiff_ge010,rank6_boat_36",213,57,26.76,1.591,152,39,25.66,8952,59.62,80.28,21.13,55.87,33.3116
5,1号艇逃げ率40%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+5位が展示2位以内 × 風または波5以上,"b1_nige_lt40,outer56_ai_pred_ge12,rank6_tenji_top2,rank5_tenji_top2,wind_wave_ge5",189,49,25.93,1.542,65,20,30.77,7592,41.8,78.84,19.05,55.03,33.3088
5,1号艇展示4位以下 × 1号艇AI+順位4位以下 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × 前半1〜6R,"b1_tenji_ge4,b1_aiplus_rank_ge4,outer56_avgdiff_ge010,outer56_ai_pred_ge12,front_1_6r",360,90,25.0,1.487,221,59,26.7,8605,61.67,82.78,22.22,56.67,33.3033
5,1号艇逃げ率45%未満 × 1号艇展示5位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × 1〜3R,"b1_nige_lt45,b1_tenji_ge5,outer56_ai_pred_ge12,rank6_avgdiff_ge010,round_1_3",161,43,26.71,1.588,94,25,26.6,10786,38.51,78.26,19.25,51.55,33.2995
5,1号艇AI+順位4位以下 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇,"b1_aiplus_rank_ge4,outer56_isshu_top2,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_36",176,44,25.0,1.487,107,28,26.17,8346,59.09,85.23,23.86,61.36,33.2988
5,1号艇逃げ失敗40%以上 × 1号艇AI+順位5位以下 × 5/6号艇に1周2位以内 × AI+5位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_loss_ge40,b1_aiplus_rank_ge5,outer56_isshu_top2,rank5_avgdiff_ge010,rank6_boat_36",180,47,26.11,1.553,124,32,25.81,8049,62.78,76.67,23.89,58.89,33.2889
5,1号艇AI+順位4位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × 前半1〜6R × 1〜3R,"b1_aiplus_rank_ge4,outer56_ai_pred_ge12,rank6_tenji_top2,front_1_6r,round_1_3",294,73,24.83,1.477,107,32,29.91,8226,58.84,80.27,24.49,62.59,33.2572
5,1号艇逃げ率45%未満 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+5位平均との差0.10以上,"b1_nige_lt45,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,rank5_avgdiff_ge010",305,78,25.57,1.521,185,54,29.19,9314,49.18,76.72,17.05,56.39,33.2487
5,1号艇展示5位以下 × 1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_tenji_ge5,b1_ai_pred_lt25,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_boat_36",207,52,25.12,1.494,117,30,25.64,8268,55.07,79.23,23.19,62.8,33.2238
5,1号艇逃げ失敗40%以上 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+5位が展示2位以内 × 前半1〜6R,"b1_loss_ge40,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank5_tenji_top2,front_1_6r",257,73,28.4,1.689,145,37,25.52,9661,38.91,83.66,26.07,51.36,33.2186
5,1号艇逃げ失敗40%以上 × 1号艇AI+順位5位以下 × 5/6号艇平均との差0.10以上 × AI+5位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_loss_ge40,b1_aiplus_rank_ge5,outer56_avgdiff_ge010,rank5_avgdiff_ge010,rank6_boat_36",227,59,25.99,1.546,161,41,25.47,8790,59.91,79.3,21.15,57.27,33.1994
3,1号艇AI+順位5位以下 × 5/6号艇平均との差0.10以上 × AI+5位平均との差0.10以上,"b1_aiplus_rank_ge5,outer56_avgdiff_ge010,rank5_avgdiff_ge010",337,85,25.22,1.5,230,60,26.09,8598,62.91,79.23,23.15,56.68,33.1941
5,1号艇逃げ失敗40%以上 × 1号艇逃げ率40%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上 × AI+5位が展示2位以内,"b1_loss_ge40,b1_nige_lt40,outer56_ai_pred_ge12,rank6_avgdiff_ge014,rank5_tenji_top2",265,71,26.79,1.593,146,37,25.34,8538,36.98,82.64,26.42,53.96,33.1931
5,1号艇AI+順位4位以下 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × 前半1〜6R,"b1_aiplus_rank_ge4,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_avgdiff_ge010,front_1_6r",252,67,26.59,1.581,159,40,25.16,9122,63.1,81.35,27.78,57.94,33.1854
7,1号艇AI+順位4位以下 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇 × 前半1〜6R × 1〜3R,"b1_aiplus_rank_ge4,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_36,front_1_6r,round_1_3",214,54,25.23,1.501,76,23,30.26,8751,58.41,78.5,21.5,61.21,33.1764
5,1号艇逃げ失敗45%以上 × 1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × 風または波5以上 × 前半1〜6R,"b1_loss_ge45,b1_ai_pred_lt25,outer56_ai_pred_ge12,wind_wave_ge5,front_1_6r",594,145,24.41,1.452,210,55,26.19,8229,54.38,80.64,17.0,59.93,33.1732
5,1号艇逃げ失敗45%以上 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上 × AI+5位が展示2位以内 × 前半1〜6R,"b1_loss_ge45,outer56_ai_pred_ge12,rank6_avgdiff_ge014,rank5_tenji_top2,front_1_6r",162,49,30.25,1.799,95,25,26.32,8718,39.51,81.48,27.78,50.0,33.17
5,1号艇AI+順位5位以下 × 1号艇逃げ率40%未満 × 5/6号艇に1周2位以内 × AI+5位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_aiplus_rank_ge5,b1_nige_lt40,outer56_isshu_top2,rank5_avgdiff_ge010,rank6_boat_36",195,50,25.64,1.525,133,35,26.32,8018,62.05,76.92,24.62,58.46,33.1686
5,1号艇逃げ率45%未満 × 1号艇AI予測30%未満 × 5/6号艇AI+最大110以上 × AI+最下位平均との差0.10以上 × 1〜3R,"b1_nige_lt45,b1_ai_pred_lt30,outer56_aiplus_ge110,rank6_avgdiff_ge010,round_1_3",234,59,25.21,1.499,145,39,26.9,8657,50.0,80.77,29.06,58.12,33.1556
7,1号艇AI予測30%未満 × 5/6号艇に展示2位以内 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が3〜6号艇 × 前半1〜6R × 1〜3R,"b1_ai_pred_lt30,outer56_tenji_top2,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_boat_36,front_1_6r,round_1_3",184,47,25.54,1.519,120,35,29.17,10599,54.89,81.52,24.46,55.43,33.1542
